experiment_id,management,crop_type,crop_season,species,species_mix,cultivar,cultivar_mix,density_level,density_relative,density_factor,interrow,mixing_pattern,code_row,mixture_design,sowing_date,harvest_date,N_amount,N_fertilisation_number,N_fertilisation_dose_1,N_fertilisation_dose_2,N_fertilisation_dose_3,N_fertilisation_date_1,N_fertilisation_date_2,N_fertilisation_date_3,N_fertilisation_type,N_fertiliser,irrigation_amount,P_amount,pest_control
Auzeville_TO_2016,M14,SC,spring,lentil,lentil,beluga,beluga,400,1.3,1.3,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M15,SC,spring,lentil,lentil,beluga,beluga,300,1,1,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M16,SC,spring,lentil,lentil,beluga,beluga,200,0.7,0.7,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M17,SC,spring,lentil,lentil,flora,flora,400,1.3,1.3,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M18,SC,spring,lentil,lentil,flora,flora,300,1,1,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M19,SC,spring,lentil,lentil,rosana,rosana,400,1.3,1.3,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M20,SC,spring,lentil,lentil,rosana,rosana,300,1,1,0.165,NA,NA,NA,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M21,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_anicia,225,0.5,0.5_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M22,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_anicia,150,0.33,0.33_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M23,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_anicia,150,0.33,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M24,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_anicia,150,0.33,0.33_0.7,0.165,within_row,NA,substitutive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M25,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_anicia,75,0.17,0.17_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M26,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_anicia,75,0.17,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M27,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_beluga,225,0.5,0.5_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M28,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_beluga,150,0.33,0.33_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M29,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_beluga,150,0.33,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M30,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_beluga,150,0.33,0.33_0.7,0.165,within_row,NA,substitutive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M31,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_beluga,75,0.17,0.17_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M32,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_beluga,75,0.17,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M33,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_flora,150,0.33,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M34,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_flora,75,0.17,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M35,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_rosana,150,0.33,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M36,IC,spring,wheat_aestivum,wheat_aestivum_lentil,togano,togano_rosana,75,0.17,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M37,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_anicia,225,0.5,0.5_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M38,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_anicia,225,0.5,0.5_0.5,0.165,within_row,NA,substitutive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M39,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_anicia,150,0.33,0.33_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M40,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_anicia,150,0.33,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M41,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_anicia,150,0.33,0.33_0.7,0.165,within_row,NA,substitutive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M42,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_anicia,75,0.17,0.17_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M43,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_anicia,75,0.17,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M44,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_beluga,225,0.5,0.5_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M45,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_beluga,150,0.33,0.33_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M46,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_beluga,150,0.33,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M47,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_beluga,150,0.33,0.33_0.7,0.165,within_row,NA,substitutive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M48,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_beluga,75,0.17,0.17_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M49,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_beluga,75,0.17,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M50,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_flora,150,0.33,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M51,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_flora,75,0.17,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M52,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_rosana,150,0.33,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M53,IC,spring,wheat_aestivum,wheat_aestivum_lentil,valbona,valbona_rosana,75,0.17,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M21,IC,spring,lentil,wheat_aestivum_lentil,anicia,togano_anicia,300,1,0.5_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M22,IC,spring,lentil,wheat_aestivum_lentil,anicia,togano_anicia,400,1.3,0.33_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M23,IC,spring,lentil,wheat_aestivum_lentil,anicia,togano_anicia,300,1,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M24,IC,spring,lentil,wheat_aestivum_lentil,anicia,togano_anicia,200,0.7,0.33_0.7,0.165,within_row,NA,substitutive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M25,IC,spring,lentil,wheat_aestivum_lentil,anicia,togano_anicia,400,1.3,0.17_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M26,IC,spring,lentil,wheat_aestivum_lentil,anicia,togano_anicia,300,1,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M27,IC,spring,lentil,wheat_aestivum_lentil,beluga,togano_beluga,300,1,0.5_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M28,IC,spring,lentil,wheat_aestivum_lentil,beluga,togano_beluga,400,1.3,0.33_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M29,IC,spring,lentil,wheat_aestivum_lentil,beluga,togano_beluga,300,1,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M30,IC,spring,lentil,wheat_aestivum_lentil,beluga,togano_beluga,200,0.7,0.33_0.7,0.165,within_row,NA,substitutive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M31,IC,spring,lentil,wheat_aestivum_lentil,beluga,togano_beluga,400,1.3,0.17_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M32,IC,spring,lentil,wheat_aestivum_lentil,beluga,togano_beluga,300,1,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M33,IC,spring,lentil,wheat_aestivum_lentil,flora,togano_flora,300,1,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M34,IC,spring,lentil,wheat_aestivum_lentil,flora,togano_flora,300,1,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M35,IC,spring,lentil,wheat_aestivum_lentil,rosana,togano_rosana,300,1,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M36,IC,spring,lentil,wheat_aestivum_lentil,rosana,togano_rosana,300,1,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M37,IC,spring,lentil,wheat_aestivum_lentil,anicia,valbona_anicia,300,1,0.5_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M38,IC,spring,lentil,wheat_aestivum_lentil,anicia,valbona_anicia,150,0.5,0.5_0.5,0.165,within_row,NA,substitutive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M39,IC,spring,lentil,wheat_aestivum_lentil,anicia,valbona_anicia,400,1.3,0.33_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M40,IC,spring,lentil,wheat_aestivum_lentil,anicia,valbona_anicia,300,1,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M41,IC,spring,lentil,wheat_aestivum_lentil,anicia,valbona_anicia,200,0.7,0.33_0.7,0.165,within_row,NA,substitutive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M42,IC,spring,lentil,wheat_aestivum_lentil,anicia,valbona_anicia,400,1.3,0.17_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M43,IC,spring,lentil,wheat_aestivum_lentil,anicia,valbona_anicia,300,1,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M44,IC,spring,lentil,wheat_aestivum_lentil,beluga,valbona_beluga,300,1,0.5_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M45,IC,spring,lentil,wheat_aestivum_lentil,beluga,valbona_beluga,400,1.3,0.33_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M46,IC,spring,lentil,wheat_aestivum_lentil,beluga,valbona_beluga,300,1,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M47,IC,spring,lentil,wheat_aestivum_lentil,beluga,valbona_beluga,200,0.7,0.33_0.7,0.165,within_row,NA,substitutive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M48,IC,spring,lentil,wheat_aestivum_lentil,beluga,valbona_beluga,400,1.3,0.17_1.3,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M49,IC,spring,lentil,wheat_aestivum_lentil,beluga,valbona_beluga,300,1,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M50,IC,spring,lentil,wheat_aestivum_lentil,flora,valbona_flora,300,1,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M51,IC,spring,lentil,wheat_aestivum_lentil,flora,valbona_flora,300,1,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M52,IC,spring,lentil,wheat_aestivum_lentil,rosana,valbona_rosana,300,1,0.33_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_TO_2016,M53,IC,spring,lentil,wheat_aestivum_lentil,rosana,valbona_rosana,300,1,0.17_1,0.165,within_row,NA,additive,2016-03-23,2016-07-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,no
Auzeville_ZN_2012,M1,SC,winter,wheat_turgidum,wheat_turgidum,L1823,L1823,280,1,1,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M2,SC,winter,wheat_turgidum,wheat_turgidum,L1823,L1823,140,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M3,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,280,1,1,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M4,SC,winter,wheat_turgidum,wheat_turgidum,nefer,nefer,140,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M5,SC,winter,wheat_turgidum,wheat_turgidum,sculptur,sculptur,280,1,1,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M6,SC,winter,wheat_turgidum,wheat_turgidum,sculptur,sculptur,140,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M7,SC,winter,pea,pea,aoph10,aoph10,70,1,1,0.162,NA,NA,NA,2011-11-14,2012-06-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M8,SC,winter,pea,pea,aoph10,aoph10,35,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-06-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M9,SC,winter,pea,pea,geronimo,geronimo,70,1,1,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M10,SC,winter,pea,pea,geronimo,geronimo,35,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M11,SC,winter,pea,pea,isard,isard,70,1,1,0.162,NA,NA,NA,2011-11-14,2012-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M12,SC,winter,pea,pea,isard,isard,35,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M13,SC,winter,pea,pea,lucy,lucy,70,1,1,0.162,NA,NA,NA,2011-11-14,2012-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M14,SC,winter,pea,pea,lucy,lucy,35,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M15,SC,winter,fababean,fababean,castel,castel,24,1,1,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M16,SC,winter,fababean,fababean,castel,castel,12,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M17,SC,winter,fababean,fababean,diver,diver,24,1,1,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M18,SC,winter,fababean,fababean,diver,diver,12,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M19,SC,winter,fababean,fababean,irena,irena,24,1,1,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M20,SC,winter,fababean,fababean,irena,irena,12,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M21,SC,winter,fababean,fababean,nordica,nordica,24,1,1,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M22,SC,winter,fababean,fababean,nordica,nordica,12,0.5,0.5,0.162,NA,NA,NA,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M23,IC,winter,wheat_turgidum,wheat_turgidum_pea,L1823,L1823_aoph10,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M24,IC,winter,wheat_turgidum,wheat_turgidum_pea,L1823,L1823_geronimo,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M25,IC,winter,wheat_turgidum,wheat_turgidum_pea,L1823,L1823_isard,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M26,IC,winter,wheat_turgidum,wheat_turgidum_pea,L1823,L1823_lucy,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M27,IC,winter,wheat_turgidum,wheat_turgidum_pea,nefer,nefer_lucy,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M28,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_aoph10,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M29,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_geronimo,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M30,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_isard,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M31,IC,winter,wheat_turgidum,wheat_turgidum_pea,sculptur,sculptur_lucy,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M32,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_castel,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M33,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_diver,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M34,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_irena,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M35,IC,winter,wheat_turgidum,wheat_turgidum_fababean,L1823,L1823_nordica,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M36,IC,winter,wheat_turgidum,wheat_turgidum_fababean,nefer,nefer_castel,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M37,IC,winter,wheat_turgidum,wheat_turgidum_fababean,sculptur,sculptur_castel,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
Auzeville_ZN_2012,M38,IC,winter,wheat_turgidum,wheat_turgidum_fababean,sculptur,sculptur_diver,140,0.5,0.5_0.5,0.162,within_row,NA,substitutive,2011-11-14,2012-07-03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,yes
