experiment_id,date,T2M,T2M_MIN,T2M_MAX,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,PET
Angers_brainsurlauthion_2011,2011-11-08,10.68,9.48,12.32,0.77,2.27,89.31,0.6789747026477827
Angers_brainsurlauthion_2011,2011-11-09,11.17,7.77,17.37,0.06,7.82,89.69,1.1105857724415829
Angers_brainsurlauthion_2011,2011-11-10,11,9.13,14.08,1.68,4.42,96.75,0.5333631799765152
Angers_brainsurlauthion_2011,2011-11-11,12.72,9.2,18.85,0.24,7.22,90.88,1.3078157843335467
Angers_brainsurlauthion_2011,2011-11-12,13.84,9.48,20.23,0.04,6.5,88,1.29662278984354
Angers_brainsurlauthion_2011,2011-11-13,13.07,9.03,19.63,0.06,7.38,87.25,1.4963117452089283
Angers_brainsurlauthion_2011,2011-11-14,10.59,7.69,15.74,0.01,5.44,82.44,1.3538986992554178
Angers_brainsurlauthion_2011,2011-11-15,10.65,6.67,16.38,0.04,6.45,89.06,0.9679209665792549
Angers_brainsurlauthion_2011,2011-11-16,11.42,8.38,15.8,0.34,4.27,88.88,0.97108253956498225
Angers_brainsurlauthion_2011,2011-11-17,10.52,6.51,14.93,0.36,6.02,85.62,0.8454112586056349
Angers_brainsurlauthion_2011,2011-11-18,9.92,6.41,15.68,0.02,6.35,79.12,1.5455678479916055
Angers_brainsurlauthion_2011,2011-11-19,10.02,6.99,16.33,0.02,7.12,88.25,1.1051765662766677
Angers_brainsurlauthion_2011,2011-11-20,10.64,6.51,17.07,0.08,6.52,87.06,0.9055493307564337
Angers_brainsurlauthion_2011,2011-11-21,11.8,8.82,16.74,0.07,5.25,90.19,0.813769361475936
Angers_brainsurlauthion_2011,2011-11-22,10.79,7.42,16.73,0.08,6.3,90.81,0.5318090444280122
Angers_brainsurlauthion_2011,2011-11-23,10.48,7.9,14.88,0.16,5.8,90.31,0.5395213242138743
Angers_brainsurlauthion_2011,2011-11-24,6.37,2.55,9.45,0.09,2.34,96.5,0.20927416605122276
Angers_brainsurlauthion_2011,2011-11-25,6.4,2.12,11.47,0.76,2.81,97.38,0.3823421337365115
Angers_brainsurlauthion_2011,2011-11-26,7.45,4.33,12.47,0.18,3.07,93.81,0.49507816117090125
Angers_brainsurlauthion_2011,2011-11-27,11.11,7.95,15.12,0.43,4.04,94,0.5724151229638196
Angers_brainsurlauthion_2011,2011-11-28,9.28,7.22,13.4,0.23,3.04,94.56,0.5659113510793414
Angers_brainsurlauthion_2011,2011-11-29,7.95,3.63,12.87,1.21,3.04,91.5,0.7577908587052177
Angers_brainsurlauthion_2011,2011-11-30,7.45,5.55,11.64,0.58,6,90.62,0.5668291226771585
Angers_brainsurlauthion_2011,2011-12-01,11.81,8.55,15.19,10.02,1.65,94.5,0.6734151964414793
Angers_brainsurlauthion_2011,2011-12-02,8.01,5.4,11.8,2.16,6.13,85.31,0.6229122050305639
Angers_brainsurlauthion_2011,2011-12-03,10.21,6.95,12.39,8.07,1.63,93.44,0.4106167922005556
Angers_brainsurlauthion_2011,2011-12-04,11.51,8.12,13.51,6.5,1.77,94.12,0.3325431189124406
Angers_brainsurlauthion_2011,2011-12-05,6.53,3.26,9.77,0.21,5.11,87.56,0.5768518100485692
Angers_brainsurlauthion_2011,2011-12-06,7.2,5.41,9.73,0.52,3.82,93.69,0.4645932239850833
Angers_brainsurlauthion_2011,2011-12-07,9.58,6.58,12.64,1.84,3.31,93,0.5522558163521761
Angers_brainsurlauthion_2011,2011-12-08,9.34,6.04,11.83,1.25,2.87,93.81,0.3556935304127167
Angers_brainsurlauthion_2011,2011-12-09,9.35,6.53,10.73,9.83,2.3,94.94,0.2180232036911373
Angers_brainsurlauthion_2011,2011-12-10,5.12,1.05,9.76,0.83,4.77,91.19,0.34843274654529033
Angers_brainsurlauthion_2011,2011-12-11,6.48,0.71,10.02,4.35,2.81,97.12,0.06801146912175113
Angers_brainsurlauthion_2011,2011-12-12,7.26,3.69,10.23,2.7,5.53,87.06,0.5539095134016224
Angers_brainsurlauthion_2011,2011-12-13,10.75,8.22,12.64,13.07,4.46,83.38,1.0208003356705713
Angers_brainsurlauthion_2011,2011-12-14,8.24,6.2,11.21,9.6,3.74,82.31,1.2451553320518187
Angers_brainsurlauthion_2011,2011-12-15,8.16,5.46,12.4,21.33,1.96,89,1.1487417138916012
Angers_brainsurlauthion_2011,2011-12-16,8.43,3.58,14.19,16.7,3.54,88,1.2879601134749847
Angers_brainsurlauthion_2011,2011-12-17,4.07,2.3,6.66,1.13,4.52,93.69,0.33181754622853377
Angers_brainsurlauthion_2011,2011-12-18,3.67,1.76,6.78,1.03,5.62,92.69,0.2928566943035986
Angers_brainsurlauthion_2011,2011-12-19,4.36,2.03,9.2,5.93,1.67,96.75,0.6202669983624803
Angers_brainsurlauthion_2011,2011-12-20,8.33,6.62,10.37,1.43,3.3,94.56,0.3660136230735086
Angers_brainsurlauthion_2011,2011-12-21,10.33,6.87,13.32,3.73,1.76,95.31,0.422197339174082
Angers_brainsurlauthion_2011,2011-12-22,9.46,7.04,12.3,0.18,3.79,93.5,0.3602949653191603
Angers_brainsurlauthion_2011,2011-12-23,8.06,6.23,10.14,2.52,2.26,94.44,0.42882167611194105
Angers_brainsurlauthion_2011,2011-12-24,4.23,1.37,9.14,0.01,5.41,90.31,0.4629771988410943
Angers_brainsurlauthion_2011,2011-12-25,5.92,3.1,10.8,0.05,2.82,92.56,0.528065219790437
Angers_brainsurlauthion_2011,2011-12-26,4.3,1.23,9.83,0.01,5.85,92.88,0.20992763171847784
Angers_brainsurlauthion_2011,2011-12-27,2.15,0.21,6.31,0.08,3.03,93.5,0.4140087920884147
Angers_brainsurlauthion_2011,2011-12-28,4.78,1.56,10.33,0.82,2.95,96.81,0.5718803930451795
Angers_brainsurlauthion_2011,2011-12-29,4.59,2.43,8.28,0.22,3.69,94,0.5226921180901906
Angers_brainsurlauthion_2011,2011-12-30,8.89,5.76,10.82,8.45,1.77,95.44,0.241013472662606
Angers_brainsurlauthion_2011,2011-12-31,11.87,10.94,13.62,1.83,2.24,95.38,0.5721867464148177
Angers_fnams_2002,2001-01-01,9.49,3.72,12.75,8.83,1.89,94.5,0.21049071009338305
Angers_fnams_2002,2001-01-02,9.21,6.78,11.25,4.9,2.79,89.75,0.6835375422443959
Angers_fnams_2002,2001-01-03,7.62,4.24,10.51,5,1.73,94.62,0.42329287803064897
Angers_fnams_2002,2001-01-04,10.31,9.15,11.76,11.73,3.72,87.62,0.9495491880444685
Angers_fnams_2002,2001-01-05,11.7,6.24,14.4,18.63,1.77,90.62,0.3913883445060121
Angers_fnams_2002,2001-01-06,5.84,2.55,9.18,0.07,4.97,94.12,0.24103212151923506
Angers_fnams_2002,2001-01-07,4.4,2.37,7.36,1.2,3.61,96.56,0.25322976129729713
Angers_fnams_2002,2001-01-08,2.42,-0.01,5.73,0.38,5.14,96,0.20008082785431622
Angers_fnams_2002,2001-01-09,1.51,-0.31,3.53,2.92,2.8,93.12,0.3362562488620606
Angers_fnams_2002,2001-01-10,8.68,4.37,12.22,1.98,2.31,92.94,0.481445309892022
Angers_fnams_2002,2001-01-11,7.75,5.65,9.65,10.62,0.9,98.12,0.29095581150377725
Angers_fnams_2002,2001-01-12,7.23,4.45,8.26,3.21,1.8,95.5,0.14257549504214245
Angers_fnams_2002,2001-01-13,0.59,-4.1,4.69,0.12,6.33,86.06,0.504210914603435
Angers_fnams_2002,2001-01-14,-1.86,-4.52,2.07,0.01,6.01,84.31,0.6436574263576074
Angers_fnams_2002,2001-01-15,-1.1,-2.43,1.83,0.27,1.91,92.38,0.44551026645485187
Angers_fnams_2002,2001-01-16,1.41,-1.4,4.58,0.51,4.05,97.12,0.2569074554938195
Angers_fnams_2002,2001-01-17,3.62,1.53,5.38,0.56,2.7,96.19,0.26417999405678944
Angers_fnams_2002,2001-01-18,3.84,2.38,5.82,0.31,2.88,97.38,0.2994820505563192
Angers_fnams_2002,2001-01-19,2.65,1.58,4.69,0.74,1.79,96.81,0.3565747114868196
Angers_fnams_2002,2001-01-20,1.47,-0.15,5.05,0.67,3.52,95,0.38774270941619476
Angers_fnams_2002,2001-01-21,6.83,0.83,10.26,6.34,1.31,97,0.1503073817146457
Angers_fnams_2002,2001-01-22,7.55,5.23,9.8,5.44,2.45,95.38,0.43400512149345866
Angers_fnams_2002,2001-01-23,10.32,7.28,12.55,15.5,1.35,92.75,0.561895097740571
Angers_fnams_2002,2001-01-24,9.53,7.63,12.03,5.64,7.16,88.75,0.8544599342824817
Angers_fnams_2002,2001-01-25,6.58,4.75,10.09,6.64,5.42,90.44,0.8002104917784577
Angers_fnams_2002,2001-01-26,5.56,4.43,7.51,10.86,2.43,95.06,0.5256412460070037
Angers_fnams_2002,2001-01-27,5.39,2.75,8.65,0.54,6.16,91.06,0.6032626122659024
Angers_fnams_2002,2001-01-28,4.91,3,8.44,1.81,3.4,92.06,0.7535168298181493
Angers_fnams_2002,2001-01-29,2.98,-0.45,7.4,0.09,7.08,91.31,0.5087169826249216
Angers_fnams_2002,2001-01-30,3.21,0.32,6.26,2.79,3.26,94.69,0.39171062910829657
Angers_fnams_2002,2001-01-31,6.16,4.46,8.82,1.03,4.34,95.5,0.4997978571754765
Angers_fnams_2002,2001-02-01,2.24,-0.63,6.15,0.09,7.84,85.88,0.5893953421234206
Angers_fnams_2002,2001-02-02,4.29,0.26,11.4,0.97,3.68,92.06,1.0052410891762669
Angers_fnams_2002,2001-02-03,8.8,3.8,11.22,2.82,3.06,96.56,0.0929988724952287
Angers_fnams_2002,2001-02-04,9.91,7.42,13.08,3.7,3.5,89.94,1.0476878905515088
Angers_fnams_2002,2001-02-05,9.64,8.1,11.55,6.77,1.74,92.44,0.764149048010997
Angers_fnams_2002,2001-02-06,10.95,9.04,12.93,7.02,3.41,93.06,0.6964279384156443
Angers_fnams_2002,2001-02-07,9.09,6.94,11.44,7.03,3.62,95,0.572078420623048
Angers_fnams_2002,2001-02-08,8.23,5.94,11.68,3.77,5.45,89.5,0.9707078934920569
Angers_fnams_2002,2001-02-09,4.52,0.7,7.96,1.57,5.37,86.88,0.7464617960744621
Angers_fnams_2002,2001-02-10,4.09,-1.02,6.96,0.25,3.37,93.62,0.24759945385977608
Angers_fnams_2002,2001-02-11,9.74,6.87,15.19,0.13,6.16,95.31,0.9350793784477718
Angers_fnams_2002,2001-02-12,9.15,6.66,15.51,0.42,6.23,90.12,1.6853723968224892
Angers_fnams_2002,2001-02-13,6.65,2.38,10.81,0.03,10.41,84.5,1.1238194434704538
Angers_fnams_2002,2001-02-14,3.53,-0.49,8.94,0.11,10.3,88.62,0.9796451740168273
Angers_fnams_2002,2001-02-15,2.87,-1.06,9.68,0.08,10.75,88.31,0.8709058530161147
Angers_fnams_2002,2001-02-16,3.73,-0.17,9.69,0.23,9.3,90.88,0.8814830603043495
Angers_fnams_2002,2001-02-17,4.82,2.2,8.95,0.04,7.46,86.06,1.0401931458047808
Angers_fnams_2002,2001-02-18,2.56,-2.25,7.32,0.02,5.48,89.19,0.7426025761155
Angers_fnams_2002,2001-02-19,1.45,-2.17,8.15,0.15,9.17,90.94,0.9299207861230153
Angers_fnams_2002,2001-02-20,3.76,0.43,8.33,0.23,6.31,92.06,0.698652476222976
Angers_fnams_2002,2001-02-21,4.71,1.51,8.87,0.14,8.85,94.56,0.68142231041752
Angers_fnams_2002,2001-02-22,7.26,5.09,8.95,0.25,5,96.88,0.46177829627351186
Angers_fnams_2002,2001-02-23,6.32,2.23,10.38,0.58,6.12,90.25,0.8415044339006575
Angers_fnams_2002,2001-02-24,2.78,-0.6,6.9,0.05,9.99,83.38,1.074320670359609
Angers_fnams_2002,2001-02-25,-0.87,-4.85,4.03,0.38,7.81,88.56,0.7533663241615083
Angers_fnams_2002,2001-02-26,1.55,-3.79,5.68,6.14,5.43,87.31,0.7307657458147268
Angers_fnams_2002,2001-02-27,1.9,0.08,4.49,2.2,8.9,92,0.7155529733758742
Angers_fnams_2002,2001-02-28,1.46,-1.12,5.11,1.4,6.64,92.25,0.6919221703402969
Angers_fnams_2002,2001-03-01,1.77,-0.6,5.51,0.53,8.52,91.12,0.7987869409757477
Angers_fnams_2002,2001-03-02,1.16,-0.81,4.01,5.04,6.3,93.56,0.6321335657030622
Angers_fnams_2002,2001-03-03,1.13,-2.8,5.25,2.39,3.88,93.88,0.5859727104597838
Angers_fnams_2002,2001-03-04,5.23,-0.92,10.18,2.83,9.54,90.06,0.9143185429683354
Angers_fnams_2002,2001-03-05,2.97,-1.29,8.54,0.35,10.45,93.88,0.9296541577419525
Angers_fnams_2002,2001-03-06,9.69,2.82,16.65,1.63,9.36,90.94,1.4802886335140333
Angers_fnams_2002,2001-03-07,11.77,7.6,16.81,0.25,9.78,86.5,1.558172299993849
Angers_fnams_2002,2001-03-08,9.48,7.36,13.61,11.94,9.59,91.06,1.3918502306371126
Angers_fnams_2002,2001-03-09,10.09,7.33,13.6,5.48,7.29,88.88,1.3225675801167496
Angers_fnams_2002,2001-03-10,12.25,10.37,15.37,3.07,4.33,89.5,1.3706962945315284
Angers_fnams_2002,2001-03-11,12.8,10.56,16.58,5.8,6.24,91.12,1.491115269519956
Angers_fnams_2002,2001-03-12,9.12,4.25,12.23,1.9,12.89,84,1.3664948900840672
Angers_fnams_2002,2001-03-13,8.87,4.58,12.27,8.25,5.01,89.81,0.9318089629295437
Angers_fnams_2002,2001-03-14,9.04,5.44,12.45,3.05,5.68,92.12,0.9386452802193433
Angers_fnams_2002,2001-03-15,10.3,6.96,12.59,2.31,9.52,91.31,1.0135839202731924
Angers_fnams_2002,2001-03-16,9.66,5.48,14.91,0.12,8.13,89.69,1.3628057458329577
Angers_fnams_2002,2001-03-17,9.01,5.33,12.88,1.88,6.82,89.5,1.124394160968922
Angers_fnams_2002,2001-03-18,8.87,3.55,13.08,6.91,9.01,89.81,1.131870801446871
Angers_fnams_2002,2001-03-19,6.19,2.77,9.47,4.21,4.85,93.94,0.7245156108932745
Angers_fnams_2002,2001-03-20,11.55,7.86,15.8,19.22,4.19,94.5,1.0178211918017195
Angers_fnams_2002,2001-03-21,11.89,9.44,13.8,13.45,9.19,89.12,1.2712929580235508
Angers_fnams_2002,2001-03-22,11.77,9.02,14.26,1.93,10.59,87.75,1.488427224346
Angers_fnams_2002,2001-03-23,11.39,8.19,15.32,1.06,10.58,87.12,1.7254013473181746
Angers_fnams_2002,2001-03-24,10.11,7.07,13.8,9,6.78,93.94,1.0721943522865167
Angers_fnams_2002,2001-03-25,7.48,4.63,9.35,1.41,6.52,93.5,0.7731496166752496
Angers_fnams_2002,2001-03-26,6.66,3.2,11.34,0.14,9.05,86.94,1.330257383558313
Angers_fnams_2002,2001-03-27,8.65,5.14,13.59,3.34,10.92,88.94,1.6483367741269652
Angers_fnams_2002,2001-03-28,9.05,6.85,12.11,16.22,9.19,88.19,1.5041936619239322
Angers_fnams_2002,2001-03-29,7.8,4.24,11.91,3.7,13.13,86.56,1.6706080628615547
Angers_fnams_2002,2001-03-30,7.37,4.29,11.9,0.14,16.16,86.44,1.851941193174468
Angers_fnams_2002,2001-03-31,10.48,5.51,15.26,0.26,10.61,91.69,1.4143955886098492
Angers_fnams_2002,2001-04-01,11.73,6.12,17.74,0.04,17.63,89.44,2.1681943203866583
Angers_fnams_2002,2001-04-02,12.65,7.15,20.09,0.88,14.36,85.94,2.691723969135071
Angers_fnams_2002,2001-04-03,9.9,7.3,13.2,0.3,14.86,87.88,1.8457991428976088
Angers_fnams_2002,2001-04-04,9.05,3.49,11.76,4.71,17.01,80.94,1.709480137003335
Angers_fnams_2002,2001-04-05,8.45,1.95,11.87,3.09,6.5,90.5,0.6848568372413141
Angers_fnams_2002,2001-04-06,11.08,6.99,14.03,5.1,5.37,93,0.8547921658711471
Angers_fnams_2002,2001-04-07,8.3,6.37,12.48,8.51,12.19,87.5,1.9236676106631387
Angers_fnams_2002,2001-04-08,9.58,6.08,13.75,0.42,15.37,78.56,2.38715692185216
Angers_fnams_2002,2001-04-09,11.24,8.12,14.01,1.04,7.91,92.31,1.1570737230095502
Angers_fnams_2002,2001-04-10,9.96,6.62,14.01,1.31,11.36,85.44,1.9162434560604633
Angers_fnams_2002,2001-04-11,8.89,3.8,13.46,0.17,17.35,83.62,2.0869867067662935
Angers_fnams_2002,2001-04-12,8.55,3.33,13.87,0.05,16.15,79.06,2.182872412742956
Angers_fnams_2002,2001-04-13,7.65,2.12,12.65,0.14,10.82,82.88,1.634452948066463
Angers_fnams_2002,2001-04-14,6.19,-0.24,11.71,0.02,21.1,75.88,2.334053754383514
Angers_fnams_2002,2001-04-15,9.6,5.66,13.37,3.06,9.34,91.12,1.3317119776481274
Angers_fnams_2002,2001-04-16,7.78,3.4,12.03,0.61,13.09,84.19,1.7700749294152487
Angers_fnams_2002,2001-04-17,7.15,1.93,12.5,0.04,17.39,79.75,2.141321367588104
Angers_fnams_2002,2001-04-18,7.12,1.73,12.48,1.51,12.4,83.62,1.8039296305356631
Angers_fnams_2002,2001-04-19,4.19,-1.01,8.62,0.13,15.49,78.75,1.7495970283614186
Angers_fnams_2002,2001-04-20,4.9,1.2,8.83,0.51,17.62,81,1.9435907777812629
Angers_fnams_2002,2001-04-21,5.97,2.26,10.38,0.1,17,78.44,2.1743850990323756
Angers_fnams_2002,2001-04-22,6.23,2.67,10.65,15.5,10.18,86.19,1.578839785569695
Angers_fnams_2002,2001-04-23,8.52,3.58,13.68,2.03,15.72,83.5,2.116847410991691
Angers_fnams_2002,2001-04-24,10.44,6.16,15.55,2.4,15.03,86.56,2.268671772288133
Angers_fnams_2002,2001-04-25,9.51,6.41,13.15,4.39,16.44,83.38,2.2766404217803706
Angers_fnams_2002,2001-04-26,9.61,5.8,14.29,1.92,17.8,85.5,2.3662614275742175
Angers_fnams_2002,2001-04-27,11.39,6.91,15.79,0.62,12.21,86.75,1.954479648312416
Angers_fnams_2002,2001-04-28,10.42,7.3,13.26,8.13,8.1,93.31,1.160563500610896
Angers_fnams_2002,2001-04-29,9.69,5.59,14.37,1.23,16.41,83.75,2.3260031566762915
Angers_fnams_2002,2001-04-30,8.84,6.48,10.81,18.76,9.05,92.19,1.1900201521575673
Angers_fnams_2002,2001-05-01,10.3,7.09,14.55,5.28,11.73,87.31,1.985362457952241
Angers_fnams_2002,2001-05-02,11.08,6.54,15.21,2.54,13.91,86.75,1.9815583333030296
Angers_fnams_2002,2001-05-03,9.93,6.36,12.62,17.46,5.14,92.5,0.9181710221846596
Angers_fnams_2002,2001-05-04,9.31,5.36,12.78,1.38,6.75,88.06,1.2669333064605282
Angers_fnams_2002,2001-05-05,8.14,3.12,13.44,0.69,22.17,77.44,2.88494924414914
Angers_fnams_2002,2001-05-06,8.31,3.01,13.12,0.04,20.38,79.31,2.559283097811146
Angers_fnams_2002,2001-05-07,11.01,6.01,15.1,0.1,13.7,83.88,2.0622408821996605
Angers_fnams_2002,2001-05-08,12.86,8.69,17.05,0.08,14.77,83.31,2.4269541359095985
Angers_fnams_2002,2001-05-09,14.47,11.31,18.64,1.07,13.01,85.81,2.3712992473188628
Angers_fnams_2002,2001-05-10,14.6,10.63,17.89,1.79,11.84,86.12,2.0034063023719946
Angers_fnams_2002,2001-05-11,17.14,10.21,22.83,0.18,21.29,74.88,3.4726287051681948
Angers_fnams_2002,2001-05-12,17.77,9.98,24.4,0.11,25.93,77.5,4.324027296005563
Angers_fnams_2002,2001-05-13,13.44,8.62,15.77,0.06,18.88,82.81,2.4141616576142906
Angers_fnams_2002,2001-05-14,13.54,6.58,18.93,1.49,21.66,78.69,3.1263802783692105
Angers_fnams_2002,2001-05-15,13.44,8.89,17.8,2.59,18.43,84.12,2.7553999375181357
Angers_fnams_2002,2001-05-16,13.47,10.29,17.33,0.55,16.4,82.75,2.826683102561563
Angers_fnams_2002,2001-05-17,11.15,6.37,15.05,0.91,20.91,78.81,2.8792166677825968
Angers_fnams_2002,2001-05-18,10.51,4.45,16.79,0.43,23.02,79.31,3.231595767260984
Angers_fnams_2002,2001-05-19,12.14,4.86,18.46,0.03,25.35,81.12,3.408414135590471
Angers_fnams_2002,2001-05-20,13.55,7.91,18.34,0.16,25.86,81.5,3.4769520841181856
Angers_fnams_2002,2001-05-21,15.42,8.15,22.04,0.01,26.74,79.25,4.193385880679123
Angers_fnams_2002,2001-05-22,16.52,9.59,23.08,0,26.45,78.5,4.3722773126721215
Angers_fnams_2002,2001-05-23,17.12,11.54,21.91,0.01,25.25,75.69,4.1319560613090065
Angers_fnams_2002,2001-05-24,18.95,13.73,23.75,0.04,23.09,71.88,4.023683848277573
Angers_fnams_2002,2001-05-25,16.74,11.9,22.42,0.03,19.08,83.12,3.4025045661478823
Angers_fnams_2002,2001-05-26,16.26,11.58,21.09,0.09,17.12,84.5,2.9357482892954607
Angers_fnams_2002,2001-05-27,17.77,11.16,22.9,0.1,23.99,78.88,3.8458293171080427
Angers_fnams_2002,2001-05-28,20.51,13.26,26.69,0.04,27.19,76,4.785013478469199
Angers_fnams_2002,2001-05-29,20.51,13.75,26.94,0,27.89,79,4.9352040354305675
Angers_fnams_2002,2001-05-30,20.05,13.26,27.25,0.18,25.68,80.88,4.801150707037152
Angers_fnams_2002,2001-05-31,14.84,9.18,20.55,0.01,26.2,76.44,4.180221974740458
Angers_fnams_2002,2001-06-01,13.95,7.69,19.7,0.03,25.97,78.69,3.844988415326664
Angers_fnams_2002,2001-06-02,14.19,9.01,19.96,0.06,22.78,81.31,3.6318457313546193
Angers_fnams_2002,2001-06-03,12.98,7.48,18.19,0.12,26.98,74.62,3.935783236131986
Angers_fnams_2002,2001-06-04,13.44,5.19,19.73,0,29.34,65.81,4.2521561778804235
Angers_fnams_2002,2001-06-05,14.82,7.89,21.26,0.38,19.93,75.12,3.582226628322479
Angers_fnams_2002,2001-06-06,14.85,10.4,19.36,0.37,18.48,80.31,3.2348226762411003
Angers_fnams_2002,2001-06-07,14.55,9.9,18.64,1.96,13.68,85.75,2.362482852600081
Angers_fnams_2002,2001-06-08,11.94,9.69,14.34,5.08,11.67,88.94,1.8506886101577125
Angers_fnams_2002,2001-06-09,13.14,8.02,18.3,0.76,18.16,78.06,3.0731623490409
Angers_fnams_2002,2001-06-10,12.69,6.35,18.29,0.03,25.12,75.12,3.728717821008864
Angers_fnams_2002,2001-06-11,14.23,5.83,20.01,0,28.36,71.62,4.061748702011219
Angers_fnams_2002,2001-06-12,16.19,10.01,20.05,0,22.33,69.19,3.597977965328398
Angers_fnams_2002,2001-06-13,16.76,10.9,21.43,0.04,25.51,74.69,4.144396466350373
Angers_fnams_2002,2001-06-14,15.84,10.33,20.25,0.11,17.53,83.06,2.9075824975359663
Angers_fnams_2002,2001-06-15,15.27,11.2,19.73,1.18,15.79,83.38,2.8917649014676283
Angers_fnams_2002,2001-06-16,15.59,12.56,18.94,5.3,18.51,84.56,3.053668662011396
Angers_fnams_2002,2001-06-17,14.76,10.28,18.73,5.93,19.17,83.88,2.9610868966047077
Angers_fnams_2002,2001-06-18,15.57,9.46,20.55,0.18,22.13,78.94,3.5227007925772744
Angers_fnams_2002,2001-06-19,16.17,9.88,21.67,0.01,27.59,75.94,4.353218661136426
Angers_fnams_2002,2001-06-20,18.16,9.59,24.59,0,28.98,68.12,4.816096350181375
Angers_fnams_2002,2001-06-21,18.61,11.98,25.03,0.02,28.53,78.25,4.869317560247962
Angers_fnams_2002,2001-06-22,18.21,10.3,24.49,0,28.82,72.94,4.7609039261668205
Angers_fnams_2002,2001-06-23,20.42,12.55,26.8,0.02,27.86,70.44,5.091148502591801
Angers_fnams_2002,2001-06-24,21.48,13.26,28.12,0.01,27.92,75.81,5.1082916708397015
Angers_fnams_2002,2001-06-25,22.32,15.26,28.66,0,26.39,74.12,5.520246852832308
Angers_fnams_2002,2001-06-26,20.87,15.61,26.61,0.09,22.39,82.62,4.363286764409783
Angers_fnams_2002,2001-06-27,18.12,14.64,22.23,0.17,19.73,78.88,3.8247934640107144
Angers_fnams_2002,2001-06-28,17.47,11.12,22.78,0.13,20.61,80.75,3.564669670668264
Angers_fnams_2002,2001-06-29,19.69,13.27,25.62,0.01,27.24,77.38,4.792761059640893
Angers_fnams_2002,2001-06-30,18.4,13.61,23.41,0.02,24.75,78.88,4.352849542241892
Angers_fnams_2002,2001-07-01,18.32,11,24.1,0.02,27.44,78.81,4.447993192391748
Angers_fnams_2002,2001-07-02,21.15,13.89,27.36,0.01,27.94,77.12,5.188573848610721
Angers_fnams_2002,2001-07-03,22.48,15.83,29.24,0.05,27.37,77.88,5.415516682695778
Angers_fnams_2002,2001-07-04,17.5,15.44,19.8,15.07,6.72,89,1.660534103321863
Angers_fnams_2002,2001-07-05,17.92,13.98,22.64,3.08,16.07,79.75,3.2310036023050617
Angers_fnams_2002,2001-07-06,17.96,13.34,22.12,8.61,18.48,82.5,3.3336183253064244
Angers_fnams_2002,2001-07-07,17.49,13.32,20.85,5.98,9.16,86,2.1035273075845033
Angers_fnams_2002,2001-07-08,17.18,13.14,21.72,0.96,19.02,80.31,3.5946967776694168
Angers_fnams_2002,2001-07-09,17.8,11.81,23.45,0.04,25.28,79,4.199122249861651
Angers_fnams_2002,2001-07-10,17.12,12.47,22.45,1.12,14.92,83.88,3.164978857349928
Angers_fnams_2002,2001-07-11,15.94,11.62,20.66,0.13,25.69,74.06,4.43352084537769
Angers_fnams_2002,2001-07-12,16.67,12.34,22.02,8.27,13.99,85.38,2.930088497772865
Angers_fnams_2002,2001-07-13,16.11,12.33,21.4,25.13,8.21,92.12,1.9868654639642203
Angers_fnams_2002,2001-07-14,15.71,12.39,19.16,7.23,15.99,83.44,2.7924671735784026
Angers_fnams_2002,2001-07-15,14.97,9.63,19.34,0.21,24.44,76.06,3.74984228994662
Angers_fnams_2002,2001-07-16,15.91,11.4,20.47,0.19,24.6,76.44,3.892265888638712
Angers_fnams_2002,2001-07-17,15.89,11.77,21.34,13.95,15.54,85.81,3.1278541012930123
Angers_fnams_2002,2001-07-18,15.49,12.98,18.7,18.75,8.29,86.12,2.2170064974565085
Angers_fnams_2002,2001-07-19,15.34,10.2,19.9,3.19,17.73,81,3.087727673108423
Angers_fnams_2002,2001-07-20,14.41,8.46,20.03,0.1,23.2,76.56,3.747517986197371
Angers_fnams_2002,2001-07-21,17.66,11.8,23.59,0.07,21.65,82.88,3.772574918429538
Angers_fnams_2002,2001-07-22,18.94,12.44,24.46,0.24,21.39,81.75,3.6980778178379885
Angers_fnams_2002,2001-07-23,19.02,13.26,24.45,0.09,25.69,80.75,4.363067005145491
Angers_fnams_2002,2001-07-24,18.36,11.67,24.38,0.02,25.88,77.69,4.439525060218514
Angers_fnams_2002,2001-07-25,19.98,12.81,25.99,0.26,23.41,82.06,4.062937879404194
Angers_fnams_2002,2001-07-26,22.48,16.76,27.65,0.2,23.12,79.56,4.346144488785066
Angers_fnams_2002,2001-07-27,22.13,18.05,26.25,1.89,13.34,81.75,2.816386660470281
Angers_fnams_2002,2001-07-28,22.87,16.99,27.65,2.59,17.01,80.5,3.3133723562482356
Angers_fnams_2002,2001-07-29,23.48,18.37,28.68,0.03,23.07,75.31,4.6196923226893025
Angers_fnams_2002,2001-07-30,24.19,19.26,29.22,0.01,24.82,64.94,4.83225368884487
Angers_fnams_2002,2001-07-31,22.38,16.88,28.29,0.08,24.09,82.38,4.5925111673172525
Angers_fnams_2002,2001-08-01,22.82,16.09,29.32,0.03,21.11,78.88,4.6111173440912205
Angers_fnams_2002,2001-08-02,21.48,17.65,26,6.15,13.45,82.88,3.3987863878410445
Angers_fnams_2002,2001-08-03,18.37,13.99,22.55,2.1,19.57,80.38,3.6034959414353462
Angers_fnams_2002,2001-08-04,16.18,11.41,19.94,0.39,18.86,80.75,3.064679826317817
